lon,lat,bu_ac
-97.145797,41.250149,163.2056
-97.1458,41.250181,184.3214
-97.1458,41.250217,185.0983
-97.145799,41.250251,195.537
-97.145799,41.250285999999996,203.2779
-97.145799,41.250321,205.424
-97.145801,41.250355,190.6919
-97.145804,41.250391,183.6242
-97.145804,41.250427,176.9502
-97.145804,41.250462,183.8671
-97.145803,41.250498,168.3318
-97.145803,41.250533000000004,177.4827
-97.145803,41.250568,193.4437
-97.145803,41.250602,189.1247
-97.145803,41.250636,195.6357
-97.145803,41.250671000000004,185.1338
-97.145803,41.250704,193.2513
-97.145804,41.250739,206.7929
-97.145804,41.250772999999995,200.3111
-97.145802,41.250807,195.3748
-97.145797,41.250842,179.5583
-97.145798,41.250876,180.9206
-97.145799,41.25091,180.0619
-97.1458,41.250945,205.7408
-97.1458,41.250979,209.8922
-97.145801,41.251013,206.3957
-97.145803,41.251048,198.7122
-97.14580500000001,41.251079,201.3172
-97.14580600000001,41.251111,198.6325
-97.14580600000001,41.251142,178.7091
-97.14580600000001,41.251175,181.1927
-97.14580500000001,41.251207,184.6681
-97.14580600000001,41.25124,158.5661
-97.14580600000001,41.251273,154.1502
-97.145812,41.251303,175.7223
-97.145809,41.251334,182.817
-97.14581,41.251367,177.0837
-97.14581,41.251401,173.955
-97.145811,41.251434,170.1773
-97.145811,41.251467,179.2533
-97.145811,41.2515,185.137
-97.14581,41.251533,204.2801
-97.14581,41.251565,210.99
-97.145811,41.251598,195.2987
-97.145812,41.251631,197.1289
-97.145813,41.251663,210.4183
-97.145813,41.251697,197.326
-97.145812,41.25173,205.7194
-97.145814,41.251763000000004,197.2431
-97.145815,41.251796,169.8918
-97.14582,41.251828,177.5573
-97.145821,41.251861,175.1199
-97.14582,41.251893,185.813
-97.14581899999999,41.251925,190.4011
-97.145818,41.251958,176.6127
-97.145818,41.25199,169.3824
-97.145818,41.252022,177.8983
-97.145818,41.252055,191.8163
-97.145818,41.252087,188.69
-97.14581899999999,41.252119,164.9294
-97.14581899999999,41.252151,168.3845
-97.14582,41.252183,160.1513
